testtopic	questionid	question	optiona	optionb	optionc	optiond	optione	optionf
ERP-Test-208	184882	Which of the following is a way to create increased security in the ERP system against employee tampering of data?	Allow employees access to all modules to create an open environment	Limit the number of employees with access to ten or fewer	Allow employees access only to the modules and functions they need for their specific jobs	Create a strict audit routine where the management regularly audits employee transactions<br>		
ERP-Test-208	184883	Why is the security measure of not allowing the deletion of information sometimes a disadvantage?	Employees can not cover up mistakes they make.	The management can see what errors are being frequently made and help employees learn to avoid them.	A mistake can be traced back to a specific entry and employee.	"Employees create ""work arounds"" to fix problems when their access is limited, which often causes more problems if they do not understand the full impact of what they are doing.<br>"		
ERP-Test-208	184884	Why does having all employees of a company use the same ERP system, enhance the efficiency of the business?	Having all employees on one system allows for faster system response.	All the employees can duplicate data entries in the same system.	Everyone is utilizing the same data and can view it in real time.	The management can create their own reports and reduce the burden on the staff.<br>		
Google-Android-Programming-Test-6687	152680	What is Android?	A new programming language that can be used to develop applications for mobile devices.	A new IDE that can be used to develop applications for mobile devices.	"A software stack&nbsp;&nbsp;for mobile devices that includes an operating system, middleware and key applications."	A new mobile device developed by Google.<br>		
Google-Android-Programming-Test-6687	152681	Which of the following Integrated Development Environments can be used for developing software applications for the Android platform?	Android IDE	Eclipse	Visual Studio 2005	Visual Studio 2008		
Google-Android-Programming-Test-6687	152682	Which of the following programming languages can be used to develop software applications for the Android platform?	Java	C# with .NET Compact Framework for mobile devices.	C programming language.	Android programming language.<br>		
Google-Android-Programming-Test-6687	152682	Which of the following programming languages can be used to develop software applications for the Android platform?	Java	C# with .NET Compact Framework for mobile devices.	C programming language.	C++ programming language.	Android programming language.<br>	
Google-Android-Programming-Test-6687	152683	"What is ""Android-Positron""?"	A command line tool to create Android project files.	A framework to create unit tests for Android projects.	A resource editor to create user interface for Android applications.	A tool to generate Android byte code from .class files.	An emulator to execute and debug Android projects.<br>	
Google-Android-Programming-Test-6687	152684	"What is ""Android-dx""?"	A command line tool to create Android project files.	A framework to create unit tests for Android projects.	A resource editor to create user interface for Android applications.	A tool to generate Android byte code from .class files.	An emulator to execute and debug Android projects.<br>	
Google-Android-Programming-Test-6687	152685	"What is ""Android-activityCreator""?
"	A command line tool to create Android project files.	A framework to create unit tests for Android projects.	A resource editor to create user interface for Android applications.	A tool to generate Android byte code from .class files.	An emulator to execute and debug Android projects.<br>	
Google-Android-Programming-Test-6687	152686	Which of the following is the parent class for the main application class in an Android application that has a user interface?	MIDLet	AndroidApp	Activity	AppLet	Application<br>	
Google-Android-Programming-Test-6687	152687	Suppose MyView is a class derived from View and mView is a variable of type MyView. Which of the following should be used to display mView when the Android application is started?	Call setCurrentView(mView) in the startApp() of the main application class.	Call setContentView(mView) in the startApp() of the main application class.	Call setContentView(mView) in the onStart() of the main application class.	Call setContentView(mView) in the onCreate() of the main application class.		
Google-Android-Programming-Test-6687	152688	Which of the following can you use to add items to the screen menu?	Activity.onCreate	Activity.onCreateOptionsMenu	Constructor of the Activity class.	Activity.onCreateMenu	Activity.onStart	Activity.onPrepareOptionsMenu<br>
Google-Android-Programming-Test-6687	152689	Which of the following can be used to handle commands from menu items in an Android application?	commandAction	onMenuItem	onMenuItemSelected	onMenuItemClicked	onOptionsItemSelected<br>	
Google-Android-Programming-Test-6687	152690	Which of the following fields of the Message class should be used to store custom message codes about the Message?	tag	what	arg1	arg2	userData<br>	
Google-Android-Programming-Test-6687	152691	"Consider the XML fragment below, which is taken from one of the files in an Android project:<br>
&lt;MyElement xmlns:""http://schemas.androd.com/apk/res/android""<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;android:layout_width = ""fill_parent""<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;android:layout_height = ""fill_parent""<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;android:text = ""Some Text""&gt;<br>
&lt;/MyElement&gt;<br>
Which of the following are true about the XML fragment above?"	It is taken from the manifest xml file of the Android project.	It is taken from an XML file used to define a view.	It is taken from the package file (.apk) of the Android project.	The xmlns: attribute is a compulsory attribute.	If this is not the outer most tag in the XML file then it need not contain the xmlns: attribute.	MyElement should be the name of a class derived, directly or indirectly, from the View class.<br>
Google-Android-Programming-Test-6687	152692	Which of the following can be used to navigate between screens of different Android applications?	Binder	Flow	Navigate	Intent	ApplicationContext<br>	
Google-Android-Programming-Test-6687	152693	Which of the following is the immediate base class for Activity and Service classes?	Application	ApplicationContext	Context	Component	Object<br>	
Google-Android-Programming-Test-6687	152694	Select the two function calls that ]can be used to start a Service from your Android application?	bindService	startService	runService	startActivity		
Google-Android-Programming-Test-6687	152694	Select the two function calls that can be used to start a Service from your Android application?	bindService	startService	runService	startActivity		
Google-Android-Programming-Test-6687	152695	What is the purpose of the ContentProvider class?	To play rich media content files.	To create and publish rich media files.	To share data between Android applications.	To access the global information about an application environment.	To maintain global application state.<br>	
Google-Android-Programming-Test-6687	152696	Which of the following can be used to bind data from an SQL database to a ListView in an Android application?	SimpleCursor	SimpleCursorAdapter	SimpleAdapter	SQLiteCursor	SQLLiteAdapter<br>	
Google-Android-Programming-Test-6687	152697	Which of the following would you have to include in your project to use the SimpleAdapter class?	"import android.content;"	"import android.widget;"	"import android.database;"	"import android.database.sqlite;"	"import android.util;<br>"	
Google-Android-Programming-Test-6687	152698	What is the ListActivity class used for?	Create a view to display a list of items from a data source.	List all the activities currently running on the Android device.	List all the activites that are installed on the Android device.	List the activities whose IntentFilters match with a particular Intent type.<br>		
Google-Android-Programming-Test-6687	152699	Which of the following are true?	startActivity and startActivityForResult can both be used to start a new activity from your activity class.	Only startActivityForResult can be used to launch a new activity from your activity class.	"startActivity(myIntent); and startActivityForResult(myIntent, -1); have the same result."	"startActivity(myIntent); and startActivityForResult(myIntent, 0); have the same result."	When startActivity is used to launch a new activity from your activity class then your activity class gets notified when the new activity is completed.	When startActivityForResult is used to launch a new activity from your activity class then your activity class gets notified when the new activity is completed.<br>
Google-Android-Programming-Test-6687	152700	Which of the following is NOT a life-cycle methods of an Activity that can be implemented to perform various operations during the lifetime of an Activity?	onCreate	onInit	onCompleteThaw	onRestart		
Google-Android-Programming-Test-6687	152701	"Consider the following snippet of code:<br><font size =2><br>@Override<br>protected void onStop<br>{<br>Super.onStop();<br>SharedPreferences setting = getSharedPreferences(""MyPrefs"", 0);<br>SharedPreferences.Editor editor = settings.edit();<br>editor.putBoolean(""MyBool"", true);<br><br>&lt;some more code here&gt;<br>}<br><br>Which of the following should be used &lt;some more code here&gt;?<br>&lt;/font&gt;"	"editor.save();<br>editor.close();"	"editor.save();<br>editor.finish();"	"editor.commit();"	"editor.save();"	"editor.close();"	"editor.finish();<br>"
Google-Android-Programming-Test-6687	152702	Which of the following should be used to save the unsaved data and release resources being used by an Android application?	Activity.onStop()	Activity.onPause()	Activity.onDestroy()	Activity.onShutdown()	Activity.onFreeze()<br>	
Google-Android-Programming-Test-6687	152703	Which of the following is/are appropriate for saving the state of an Android application?	Activity.onFreeze()	Activity.onPause()	Activity.onStop()	Activity.onDestroy()		
Google-Android-Programming-Test-6687	152704	Which of the following would you have to include in your project to use the APIs and classes required to access the camera on the mobile device?	"import android.drivers;"	"import android.hardware.camera;"	"import android.camera;"	"import android.util;"	"import android.hardware;<br>"	
Google-Android-Programming-Test-6687	152705	Suppose Screen1 is the main screen of an Android application MyAndroid. Now if another screen, Screen2 has to be opened from Screen1, then which of the following are true?	Screen2 has to be a part of MyAndroid.	Screen2 can exist in any other Android application installed on the device.	Screen2 will always be launched asynchronously.	Screen2 can be launched synchronously.	Screen2 can return a result code to Screen1 if launched with startActivity.	Screen2 can return a result code to Screen1 if launched with startActivityForResult.
Google-Android-Programming-Test-6687	152705	Suppose Screen1 is the main screen of an Android application MyAndroid. Now if another screen, Screen2 has to be opened from Screen1, then which of the following are true?	Screen2 has to be a part of MyAndroid.	Screen2 can exist in any other Android application installed on the device.	Screen2 will always be launched asynchronously.	Screen2 can be launched synchronously.	Screen2 can return a result code to Screen1 if launched with startActivity.	Screen2 can return a result code to Screen1 if launched with startSubActivity.
Google-Android-Programming-Test-6687	152706	Which of the following packages provide the classes required to manage the Bluetooth functionality on an Android device?	android.hardware	android.bluetooth	android.bluez	org.bluez<br>		
Google-Android-Programming-Test-6687	152707	Which of the following can be accomplished by using the TelephoneNumberUtil class?	Save a phone number to the contacts in the phone device.	Retrieve a phone number from the contacts in the phone device.	Delete a phone number from the contacts in the phone device.	Format an international telephone number.	Setting and retrieving the call forwarding phone number on the phone device.<br>	
Google-Android-Programming-Test-6687	152708	Which of the following are true about Intent.CALL_ACTION and Intent.DIAL_ACTION?	Both of them are used to dial a phone number on the device.	Intent.action == Intent.CALL_ACTION is true when a phone call is received on the device.	Intent.action = Intent.CALL_ACTION is used when a phone number is to be dialled without showing a UI on the device.	Intent.action = Intent.DIAL_ACTION is used when a phone number is to be dialled without showing a UI on the device.	Intent.action = Intent.CALL_ACTION is used when a phone number is to be dialled without the user having to explicitly initiate the call.	Intent.action = Intent.DIAL_ACTION is used when a phone number is to be dialled without the user having to explicitly initiate the call.<br>
Google-Android-Programming-Test-6687	152709	Which of the following are true?	Both startActivity and startSubActivity start an activity synchronously.	Both startActivity and startActivityForResults start an activity asynchronously.	startActivity is an asynchronous call, but startSubActivity is synchronous.	startActivity is a synchronous call, but startSubActivity is asynchronous.<br>		
Google-Android-Programming-Test-6687	152710	"Consider the code snippet below:<br>
MediaPlayer mp = new MediaPlayer();<br>
mp.setDataSource(PATH_TO_FILE);<br>
&lt;Some code here&gt;<br>
mp.start();<br><br>
Which of the following should be placed at &lt;Some code here&gt;?"	"mp.prepare();"	"mp.prepareAsync();"	"mp.loadMedia();"	"mp.loadSource();"	"mp.loadSource();<br>mp.prepare();"	"No code is required at &lt;Some code here&gt; to start playback.<br>"
Google-Android-Programming-Test-6687	152711	Which of the following can you use to display an HTML web page in an Android application?	WebBrowser	BrowserView	WebView	Browser	HtmlView<br>	
Google-Android-Programming-Test-6687	152712	"Consider the code snippet below:<br><br>
public class MyReceiver extends PhoneStateIntentReceiver<br>
{<br><br>
&nbsp;&nbsp;&nbsp;&nbsp;@Override<br>
&nbsp;&nbsp;&nbsp;&nbsp;public void onReceiveIntent(Context context, Intent intent)<br><br>
&nbsp;&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;if (intent.action == Intent.CALL_ACTION)<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{<br><br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br>
}<br><br>
Assuming that notifyPhoneCallState has been called to enable MyReceiver to receive notifications about the phone call states, in which of the following cases will the code in get executed?"	When the device receives an incoming phone call.	When an outgoing phone call is initiated on the device.	When the user presses the CALL button on the device.	The code in will never get executed.		
Google-Android-Programming-Test-6687	152713	Which of the following are UI elements that you can use in a window in an Android application?	TextBox	TextView	TextField	TextElement	EditText	RichText<br>
Google-Android-Programming-Test-6687	152714	Which of the following are valid features that you can request using requestWindowFeature?	FEATURE_NO_TITLE	FEATURE_NO_ICON	FEATURE_RIGHT_ICON	FEATURE_NO_MENU	FEATURE_TRANSPARENT_WINDOW<br>	
Google-Android-Programming-Test-6687	152715	Which of the following are true about PhoneStateIntentReceiver.notifyPhoneCallState?	notifyPhoneCallState has to be called if your application wishes to receive a notification about an incoming phone call.	notifyPhoneCallState is a call back function that is called when the call state changes.	notifyPhoneCallState is called to initiate a call from the device.	notifyPhoneCallState is used to send notifications about call states.	notifyPhoneCallState gets called when the device receives an incoming phone call.<br>	
Google-Android-Programming-Test-6687	152716	Which of the following can you use to display a progress bar in an Android application?	ProgressBar	ProgressDialog	ProgressItem<br>			
Google-Android-Programming-Test-6687	152717	Which of the following are true about enabling/disabling menu items from an Activity class?	onCreateOptionsMenu can be used to enable/disable some menu items in an Android application.	onPrepareOptionsMenu can be used to enable/disable some menu items in an Android application.	onShowOptionsMenu can be used to enable/disable some menu items in an Android application.	The menu items in an Android application cannot be disabled.		
Google-Android-Programming-Test-6687	152718	Which of the following are classes that can be used to handle the Bluetooth functionality on a device?	Adapter	Manager	Matcher	BluetoothAdapter		
Google-Android-Programming-Test-6687	152719	What is the interface Spannable used for?	Manipulate text that can span across multiple pages.	Manipulate text that can span across multiple TextView windows.	This is the interface for text to which markup objects can be attached and detached.	String parsing.		
HTML-5-Test-7154	191834	"Which of the following &lt;section&gt; elements have the correct attribute assignment as per HTML 5.0?"	"&lt;section id=""example""&gt;...&lt;/section id=""example""&gt;"	"&lt;section id=""example""&gt;...&lt;/section id=""example2""&gt;"	"&lt;section id=""EXAMPLE""&gt;...&lt;/section&gt;"	"&lt;section id=""Example""&gt;...&lt;/section&gt;"	"&lt;section id=""example""&gt;...&lt;/section&gt;"	
HTML-5-Test-7154	191835	"Which of the following is NOT a valid syntax for the &lt;link&gt; element in HTML 5.0?"	"&lt;link rel=""icon"" href=""abc.jpg"" sizes=""16x16""&gt;"	"&lt;link rev=""stylesheet"" href=""abc.css"" type=""text/css"" target=""_parent""&gt;"	"&lt;link rel=""alternate"" type=""application/pdf"" hreflang=""fr""&nbsp;&nbsp;href=""manual-fr""&gt;<br>"			
HTML-5-Test-7154	191836	"Which of the following is NOT a valid attribute for the &lt;link&gt; element in HTML 5.0?"	hreflang	rel	http-equiv	media<br>		
HTML-5-Test-7154	191837	"Which of the following &lt;link&gt; attributes are NOT supported in HTML 5.0?"	sizes	rev	rel	charset<br>		
HTML-5-Test-7154	191838	"How will you bind the datalist option (shown below) with an &lt;input&gt; element, whose type attribute is set to url, to get the result shown in the image?"	User should define an accept attribute to the input element whose type is url.	User should define multiple attribute to the input element whose type is url.	User should define a list attribute to the input element whose type is url.	User should define a placeholder attribute to the input element whose type is url.<br>		
HTML-5-Test-7154	191839	You are writing the code for an HTML form and you want the browser to retain the form's input values. That is, if a user submits the form and presses the browser's back button, the fully populated form is displayed instead of a blank form. Which of the following HTML 5.0 attributes will you use?	accept	autofocus	autocomplete	formtarget<br>		
HTML-5-Test-7154	191840	"What is the purpose of the &lt;keygen&gt; element in HTML 5.0?"	It is used to define a keyboard text in an HTML 5.0 web page.	It is used to generate a public-private key pair in an HTML 5.0 web page.	It is used to define a definition term in an HTML 5.0 web page.	It is used to define a variable in an HTML 5.0 web page.<br>		
HTML-5-Test-7154	191841	"Which of the following is NOT a supported attribute of the &lt;ol&gt; element in HTML 5.0?"	type	reversed	start	compact<br>		
HTML-5-Test-7154	191842	"What does the icon attribute of the HTML 5.0 command tag define?<br><br>&lt;command icon=""?""&gt;Click Me!&lt;/command&gt;"	It is used to define the url of an image to display as the command.	It is used to define the name of the radiogroup this command belongs to.	It is used to define if the command is checked or not.	It is used to define if the command is available or not.<br>		
HTML-5-Test-7154	191843	Which of the following is an INVALID value for the type attribute of command tag?	checkbox	radio	command	text<br>		
HTML-5-Test-7154	191845	"Which of the following video file formats are currently supported by the &lt;video&gt; element of HTML 5.0?"	CCTV	MPEG 4	Ogg	3GPP<br>		
HTML-5-Test-7154	191846	"Which of the following is NOT a valid attribute for the &lt;video&gt; element in HTML 5.0?"	controls	autoplay	disabled	preload<br>		
HTML-5-Test-7154	191847	"Which of the following is NOT a valid syntax for the &lt;h1&gt; element in HTML 5.0?"	"&lt;h1 class=""cheader""&gt; This is header 1&lt;/h1&gt;"	"&lt;h1 align=""center""&gt; This is header 1&lt;/h1&gt;"	"&lt;h1 onClick=""dothis('sc1')"" &gt;This is header &lt;/h1&gt;"	"&lt;h1 style=""cursor:auto;""&gt;This is header &lt;/h1&gt;"		
HTML-5-Test-7154	191848	Consider the above code. What will be the impact upon the contents of the <span> element if both the style sheets define the same class?	The contents of the <span> element will be of red color and will inherit all the effects of style.css.	The contents of the <span> element will be of blue color and will inherit all the effects of style1.css.	The contents of the <span> element will be of white color and will inherit all the effects of style.css and style1.css.	None of the style effects will be applied to the contents of the <span> element.<br>		
HTML-5-Test-7154	191849	"Which of the following is NOT an attribute of the &lt;meta&gt; element in HTML 5.0?"	charset	content	http-equiv	scheme<br>		
HTML-5-Test-7154	191850	"Which of the following is an INVALID keyword value for http-equiv attribute when used with the &lt;meta&gt; element in HTML 5.0?"	content-type	expires	set-cookie	keywords	refresh	author<br>
HTML-5-Test-7154	191851	"Which of the following is the correct syntax to define a charset in the HTML 5 &lt;meta&gt; element?"	"&lt;meta http-equiv=""content-type"" content=""text/html; charset=ISO-8859-1""&gt;"	"&lt;meta charset=""ISO-8859-1""&gt;"	Neither a nor b.<br>			
HTML-5-Test-7154	191852	"While rendering your HTML 5.0 web page, which of the following &lt;link&gt; element files will get skipped by a compliant user agent if you include the link elements shown below in your document?<br><br>
&lt;link rel=""stylesheet"" href=""A"" type=""text/plain""&gt;<br>
&lt;link rel=""stylesheet"" href=""B"" type=""text/css""&gt;<br>"	"A link element whose href is ""B"""	"A link element whose href is ""A"""	None of the above			
HTML-5-Test-7154	191853	"In HTML 5.0, how will the script be executed if you use the script element shown below?<br><br>&lt;script src=""script.js"" type=""text/javascript"" defer=""defer""&gt;&lt;/script&gt;"	The script is fetched and executed immediately, before the user agent continues parsing the page.	The script will be executed when the page has finished parsing.	The script will be executed asynchronously, as soon as it is available.<br>			
HTML-5-Test-7154	191854	"In HTML 5.0, which of the following is NOT a valid value for the type attribute when used with the &lt;command&gt; tag shown below?<br><br>&lt;command type=""?""&gt;Click Me!&lt;/command&gt;"	button	command	checkbox	radio<br>		
HTML-5-Test-7154	191855	"What is the purpose of the &lt;q&gt; element in HTML 5.0?"	It is used to define the start of a term in a definition list.	It is used to define attribute values for one or more columns in a table.	It is used to define the start of a short quotation.	It is used to define what to show browsers that do not support the ruby element.<br>		
HTML-5-Test-7154	191856	"Which of the following statements are correct with regard to &lt;hr&gt; and &lt;br&gt; elements of HTML 5.0?"	"&lt;hr&gt; element acts in the same way as the Tab key on your keyboard and &lt;br&gt; element acts in the same way as the SHIFT key on your keyboard."	"&lt;hr&gt; element is used to insert the horizontal line within your document and &lt;br&gt; element is used to insert a single line break."	"&lt;hr&gt; element is used to put a line across the page and &lt;br&gt; element acts in the same way as the ENTER key on your keyboard.<br>"			
HTML-5-Test-7154	191857	"Which of the following are valid values for the contenteditable attribute of the &lt;figure&gt; element in HTML 5.0?"	true	false	0	1<br>		
HTML-5-Test-7154	191858	Which of the following are valid HTML 5.0 elements?	"&lt;canvas&gt;"	"&lt;summary&gt;"	"&lt;aside&gt;"	"&lt;video&gt;<br>"		
HTML-5-Test-7154	191859	"What is the role of the &lt;dfn&gt; element in HTML 5.0?"	It is used to define important text.	It is used to define computer code text.	It is used to define sample computer code.	It is used to define a definition term<br>		
HTML-5-Test-7154	191860	"Which of the following is NOT a valid value for the type attribute of the &lt;input&gt; element in HTML 5.0?"	url	week	tel	radio	datetime-local	"All of the above are the valid values for &lt;input&gt; element"
HTML-5-Test-7154	191861	You want to create a link for your website allowing users to email the webmaster. How will you implement this if the webmaster's email address is webmaster@xcompany.com?	"&lt;a href=""mailto:webmaster@xcompany.com""&gt;webmaster&lt;/a&gt;"	"&lt;a href=""webmaster@xcompany.com""&gt;webmaster&lt;/a&gt;"	"&lt;a http=""mail:webmaster@xcompany.com""&gt;webmaster&lt;/a&gt;"	"&lt;mail http=""send:webmaster@xcompany.com""&gt;webmaster&lt;/mail&gt;"		
HTML-5-Test-7154	191862	A computer programming book has to go online. Which of the following tags is ideal for displaying the program snippets?	"&lt;emp&gt;"	"&lt;code&gt;"	"&lt;dfn&gt;"	"&lt;cite&gt;<br>"		
HTML-5-Test-7154	191863	Which of the following attributes comes in handy when borders have to be put between groups of columns instead of every column?	col	colgroup	rowspan	row<br>		
HTML-5-Test-7154	191864	Which of the following tags would assist in creating named groups within a select list?	opt	group	optgroup	selectgroup<br>		
HTML-5-Test-7154	191865	Which of the following statements is/are correct for a blockquote?	It makes the text a bit bigger for emphasizing.	It defines the start of a long quote.	It makes the text slightly bolder.<br>			
HTML-5-Test-7154	191866	"How does a button created by the &lt;button&gt; tag differ from the one created by an &lt;input&gt; tag?"	An input tag button can be a reset button too.	A button tag button can be a reset button too.	An input tag button can include images as well.	A button tag can include images as well.<br>		
HTML-5-Test-7154	191867	"Consider the following items of a &lt;select&gt; list:<br><br>
&lt;option value=""89""&gt;Item 1&lt;/option&gt;<br>
&lt;option value=""90""&gt;Item 2&lt;/option&gt;<br><br>
Which of the following values would be passed on by clicking the submit button on selecting Item 2 from the list?"	89	90	Item 1	Item 2<br>		
HTML-5-Test-7154	191869	A piece of text contains many blank spaces within it. Which of the following tags would be suitable to display the text as it was originally formatted?	td	p	ls	pre<br>		
HTML-5-Test-7154	191870	"The following link is placed on an HTML webpage.<br><br>
&lt;a href=""http://msdn.com/"" target=""_blank""&gt; MSDN &lt;/a&gt;<br><br>
What do you infer from it?"	It will open the site msdn.com in the same window.	It will open the site msdn.com in a new window.	It will open the site msdn.com in a frame below.	It will not be clickable as it is not formed correctly.<br>		
HTML-5-Test-7154	191871	What is the default background color for the canvas element in HTML 5.0?	Black	White	Transparent	Gray<br>		
HTML-5-Test-7154	191872	When does the ondragleave mouse event get fired in HTML 5.0?	It gets fired when an element has been dragged to a valid drop target.	It gets fired when an element leaves a valid drop target.	It gets fired at the end of a drag operation.	It gets fired while an element is being dragged.<br>		
HTML-5-Test-7154	191873	Which media event will be fired when a media resource element suddenly becomes empty?	onerror	onended	onloadeddata	onemptied<br>		
HTML-5-Test-7154	191874	Which event is fired when an element loses its focus in HTML 5.0 document?	onfocus	onload	onblur	onselect<br>		
HTML-5-Test-7154	191875	Which media event is triggered when there is an error in fetching media data in HTML 5.0?	onstalled	onwaiting	onsuspend	oninvalid<br>		
HTML-5-Test-7154	191876	Suppose you add the input code given above to your HTML web page. What result will be returned by the JavaScript function when you click the button marked as A in the image?	number	text	button	None of the above		
HTML-5-Test-7154	191877	Which of the following events is NOT supported in HTML 5.0?	oninput	oninvalid	ondrop	onreset<br>		
HTML-5-Test-7154	191878	When is the window onstorage event triggered in the HTML document?	It is triggered when the window is resized.	It is triggered when a document loads.	It is triggered when a document performs an undo function.	It is triggered when the window becomes visible.<br>		
HTML-5-Test-7154	191878	When is the window onstorage event triggered in the HTML document?	It is triggered when the window is resized.	It is triggered when a Web Storage area is updated.	It is triggered when a document performs an undo function.	It is triggered when the window becomes visible.<br>		
HTML-5-Test-7154	191879	Which of the following is correct with regard to the oncanplaythrough event fired by media resources in the HTML 5.0 document?	The script will run when the media has reached the end.	The script will run when the media is played to the end, without stopping for buffering.	The script will run when media data is loaded.	The script will run when the length of the media is changed.<br>		
HTML-5-Test-7154	191880	"Which &lt;body&gt; tag event is fired when the user leaves the document?"	onunload	onundo	onredo	onerror<br>		
HTML-5-Test-7154	191881	Which event is fired when the history of the browser window changes?	onpopstate	onstorage	onresize	onhashchange<br>		
HTML-5-Test-7154	191882	Which of the following are valid mouse events in HTML 5.0?	ondblclick	ondragstart	ondragenter	onscroll	ondrop<br>	
HTML-5-Test-7154	191883	Which form event is fired on the click of a button using a button tag with its type attribute value equal to submit?	onload	onsubmit	onunload	onreset<br>		
HTML-5-Test-7154	191884	Which of the following represents INVALID syntax for defining an attribute value in an HTML 5.0 document?	"&lt;input name ='be evil' /&gt;"	"&lt;input name=be evil /&gt;"	"&lt;input name = ""be-evil"" /&gt;"	All of the above.<br>		
HTML-5-Test-7154	191885	Which of the following statements is correct if you allow the user to select only one radio button from a group of radio buttons?	The name of the input tag must be the same for all the radio buttons.	The value of the input tag must be the same for all the radio buttons.	The display text of the input tag must be the same for all the radio buttons.	"All the radio buttons must be added to the same group using the &lt;optgroup&gt; tag.<br>"		
HTML-5-Test-7154	191886	Which HTML 5.0 element will you use to group the related options in a drop-down list?	optgroup	option	menu	var	nav<br>	
HTML-5-Test-7154	191887	"How will the target URL open when you define the &lt;a&gt; element in your HTML 5.0 document as shown below?<br><br>&lt;a href=""http://www.yahoo.com"" target=""_self""&gt;Click here&lt;/a&gt;"	The target URL will open in the parent document.	The target URL will open in a new window.	The target URL will open in the same document in which it was clicked.	The target URL will open in the full body of the window.<br>		
HTML-5-Test-7154	191888	"In HTML 5.0, which of the following attributes of the &lt;object&gt; element refers to the location of the object's data?"	type	codebase	data	usemap<br>		
HTML-5-Test-7154	191890	Which of the following HTML 5.0 elements is used to embed Java applets into your HTML 5.0 web page?	"&lt;applet&gt;"	"&lt;object&gt;"	"&lt;source&gt;"	"&lt;progress&gt;<br>"		
HTML-5-Test-7154	191892	"Which of the following &lt;iframe&gt; attributes are NOT supported in HTML 5.0?"	height	marginheight	sandbox	scrolling<br>		
HTML-5-Test-7154	191893	"Which &lt;iframe&gt; attribute is used to define the restrictions to the frame content in HTML 5.0?"	seamless	sandbox	srcdoc<br>			
HTML-5-Test-7154	191894	"Which of the following is NOT a valid value for the &lt;iframe&gt; sandbox attribute in HTML 5.0?"	url	allow-scripts	allow-same-origin	allow-forms<br>		
HTML-5-Test-7154	191895	"In HTML 5.0, what is the function of the sandbox attribute when used with &lt;iframe&gt; as shown below?<br><br>
&lt;iframe src=""aaa "" <b>sandbox=?&gt;</b>&lt;/iframe&gt;"	It is used to define the restrictions to the frame content.	It is used to define the URL of the document that should appear in the iframe.	It is used to specify that an iframe should appear as if it is part of the document the iframe is in.<br>			
HTML-5-Test-7154	191897	"Which of the following languages will you use to paint the graphics designed using the HTML 5.0 &lt;canvas&gt; tag?"	VB script	JavaScript	PostScript	None of the above<br>		
HTML-5-Test-7154	191898	Which piece of code will you use in your HTML 5.0 document to get the output as shown in the image?	"&lt;p&gt;My favorite color is &lt;del&gt;blue&lt;/del&gt; &lt;ins&gt;red&lt;/ins&gt;!&lt;/p&gt;"	"&lt;p&gt;My favorite color is &lt;s&gt;blue&lt;/s&gt; red&lt;/p&gt;"	"&lt;p&gt;My favorite color is &lt;strike&gt;blue&lt;/strike&gt; red!&lt;/p&gt;"	"&lt;p&gt;My favorite color is &lt;del&gt;blue&lt;/del&gt; red!&lt;/p&gt;<br>"		
HTML-5-Test-7154	191899	"What will be the result if you use the following code to your HTML 5.0 document?<br><br>
&lt;p&gt;I use &lt;del&gt;MAC&lt;/del&gt; &lt;ins&gt;Microsoft&lt;/ins&gt;!&lt;/p&gt;"	I use <u><strike>MAC</strike></u> <u>Microsoft</u>!	I use MAC <u><strike>Microsoft</strike></u>!	I use <strike>MAC</strike> <u>Microsoft</u>!	I use MAC <strike>Microsoft</strike>!		
HTML-5-Test-7154	191899	"What will be the result if you use the following code to your HTML 5.0 document?<br><br>
&lt;p&gt;I use &lt;del&gt;MAC&lt;/del&gt; &lt;ins&gt;Microsoft&lt;/ins&gt;!&lt;/p&gt;"	I use <u><strike>MAC</strike></u> <u>Microsoft</u>!	I use MAC <u><strike>Microsoft</strike></u>!	I use <strike>MAC</strike> <u>Microsoft</u>!	I use <strike>MAC</strike> <strike>Microsoft</strike>!		
HTML-5-Test-7154	191900	"Which of the following is a valid attribute for the &lt;colgroup&gt; element in an HTML 5.0 document?"	char	span	align	width<br>		
HTML-5-Test-7154	191901	"What will be the result if you use the following code to your HTML 5.0 document?<br><br>
&lt;bdo dir=""rtl""&gt;<br>
 Here is some text that should be written to your document.<br>
&lt;/bdo&gt;"	.tnemucod ruoy ot nettirw eb dluohs taht txet emos si ereH	<s>Here is some text that should be written to your document.</s>	Here is some text that should be written to your document.	None of the above.<br>		
